,words,nots
4623,dīvidit,plural
4624,prōvinciae,accusative
4625,hī,possessive
4626,tertiam,plural
4627,omnis,accusative
4628,Galliae,plural
4629,Belgae,ablative
4630,ūnam,plural
4631,sōlis,neuter
4632,quod,masculine
4633,incolunt,singular
4634,continētur,imperative
4635,quā,noun
4636,gerunt,singular
4637,montēs,neuter
4638,Hispāniam,plural
4639,sunt,1st person
4640,ipsī,adverb
4641,quā,neuter
4642,incolunt,passive
4643,animōs,neuter
4644,flūminis,plural
4645,virtūte,plural
4646,Belgīs,genitive
4647,in,adverb
4648,dē,adjective
4649,proeliīs,masculine
4650,pertinet,2nd person
4651,hōrum,dative
4652,minimē,adjective
4653,partēs,ablative
4654,montēs,ablative
4655,prohibent,1st person
4656,etiam,pronoun
4657,ūna,masculine
4658,etiam,pronoun
4659,dē,pronoun
4660,dē,pronoun
4661,capit,semi-deponent
4662,quī,noun
4663,sē,demonstrative
4664,cotīdiānīs,accusative
4665,quae,noun
4666,proeliīs,singular
4667,in,conjunction
4668,ipsōrum,dative
4669,prohibent,singular
4670,pertinet,plural
4671,omnis,ablative
4672,fortissimī,accusative
4673,Belgae,neuter
4674,proeliīs,singular
4675,spectant,semi-deponent
4676,Celtae,accusative
4677,quae,masculine
4678,trāns,adverb
4679,pertinent,subjunctive
4680,pertinent,subjunctive
4681,Celtae,ablative
4682,virtūte,plural
4683,absunt,singular
4684,quibus,reflexive
4685,ab,pronoun
4686,sōlem,dative
4687,inter,adverb
4688,dictum est,2nd person
4689,fīnibus,genitive
4690,ūnam,demonstrative
4691,prōvinciae,accusative
4692,quibus,noun
4693,Belgārum,singular
4694,dīvīsa,future perfect
4695,appellantur,singular
4696,obtinēre,1st person
4697,partem,plural
4698,ad,pronoun
4699,dīvidit,plural
4700,omnis,plural
4701,eam,1st person
4702,fīnibus,genitive
4703,omnēs,superlative
4704,spectant,semi-deponent
4705,omnēs,singular
4706,ūnam,plural
4707,initium,ablative
4708,trēs,neuter
4709,initium,genitive
4710,hī,genitive
4711,eōs,neuter
4712,eōrum,indefinite
4713,suīs,singular
4714,inter,preposition w/ abl.
4715,prōvinciae,ablative
4716,Germānīs,nominative
4717,ā,conjunction
4718,cum,adverb
4719,flūmen,plural
4720,Belgīs,singular
4721,quārum,reflexive
4722,quam,plural
4723,ā,adverb
4724,ā,adverb
4725,suīs,demonstrative
4726,suīs,demonstrative
4727,suīs,demonstrative
4728,Hispāniam,plural
4729,ūnam,nominative
4730,initium,plural
4731,dē,pronoun
4732,cum,pronoun
4733,flūminis,ablative
4734,atque,adjective
4735,eam,neuter
4736,eam,neuter
4737,initium,genitive
4738,Germānīs,accusative
4739,quam,plural
4740,Celtae,ablative
4741,longissimē,comparative
4742,etiam,pronoun
4743,partēs,dative
4744,inter,conjunction
4745,eōs,genitive
4746,eam,interrogative
4747,eam,interrogative
4748,eam,interrogative
4749,Germānīs,nominative
4750,tertiam,genitive
4751,in,conjunction
4752,virtūte,plural
4753,linguā,neuter
4754,dīvīsa,gerund
4755,quae,genitive
4756,causā,masculine
4757,sōlem,feminine
4758,dīvīsa,future perfect
4759,ā,pronoun
4760,flūmine,masculine
4761,flūmine,plural
4762,animōs,neuter
4763,obtinēre,plural
4764,pars,plural
4765,ea,possessive
4766,ea,possessive
4767,atque,adjective
4768,flūmine,genitive
4769,contendunt,subjunctive
4770,est,plural
4771,quod,genitive
4772,continenter,infinitive
4773,eōrum,feminine
4774,pars,ablative
4775,eōs,dative
4776,Galliae,accusative
4777,omnis,dative
4778,quam,dative
4779,reliquōs,superlative
4780,omnēs,comparative
4781,quod,plural
4782,oriuntur,not deponent
4783,quā,noun
4784,continenter,superlative
4785,Celtae,accusative
4786,proeliīs,accusative
4787,gerunt,perfect
4788,oriuntur,2nd person
4789,quod,noun
4790,Hispāniam,ablative
4791,cotīdiānīs,superlative
4792,omnis,comparative
4793,ā,pronoun
4794,etiam,pronoun
4795,Gallia,neuter
4796,spectant,perfect
4797,occāsum,plural
4798,Germānīs,singular
4799,dē,adverb
4800,sunt,singular
4801,quam,reflexive
4802,incolunt,semi-deponent
4803,trāns,preposition w/ abl.
4804,minimē,adjective
4805,animōs,feminine
4806,prohibent,deponent
4807,ā,conjunction
4808,quam,demonstrative
4809,sunt,subjunctive
4810,sē,nominative
4811,sē,1st person
4812,sōlis,nominative
4813,prōvinciae,accusative
4814,prōvinciae,accusative
4815,quārum,reflexive
4816,quārum,reflexive
4817,Galliae,plural
4818,atque,adjective
4819,animōs,neuter
4820,mercātōrēs,genitive
4821,Germānīs,nominative
4822,inter,adverb
4823,animōs,dative
4824,Galliae,accusative
4825,dictum est,plural
4826,quā,masculine
4827,ea,masculine
4828,dē,adverb
4829,ipsōrum,feminine
4830,omnium,superlative
4831,ūna,ordinal
4832,Germānīs,comparative
4833,ea,1st person
4834,tertiam,genitive
4835,est,perfect
4836,continētur,imperfect
4837,proximī,accusative
4838,flūmen,feminine
4839,prōvinciae,accusative
4840,dē,adverb
4841,Celtae,accusative
4842,absunt,1st person
4843,partem,masculine
4844,ūnam,comparative
4845,initium,ablative
4846,quae,noun
4847,obtinēre,indicative
4848,flūmine,accusative
4849,quod,noun
4850,contendunt,deponent
4851,partem,nominative
4852,linguā,plural
4853,trēs,neuter
4854,trēs,ablative
4855,flūmine,plural
4856,fīnibus,nominative
4857,hōrum,singular
4858,-que,adjective
4859,continenter,deponent
4860,sunt,future
4861,ūna,ordinal
4862,hōrum,interrogative
4863,sōlis,nominative
4864,partem,plural
4865,pertinet,future perfect
4866,initium,feminine
4867,initium,ablative
4868,spectant,subjunctive
4869,quā,noun
4870,bellum,genitive
4871,absunt,2nd person
4872,eam,dative
4873,Germānīs,singular
4874,reliquōs,comparative
4875,dīvīsa,active
4876,inter,conjunction
4877,sē,nominative
4878,in,conjunction
4879,atque,pronoun
4880,ipsī,reflexive
4881,capit,2nd person
4882,quārum,noun
4883,absunt,future perfect
4884,Belgae,ablative
4885,omnium,nominative
4886,bellum,genitive
4887,ūnam,masculine
4888,bellum,ablative
4889,absunt,singular
4890,hī,singular
4891,minimē,adjective
4892,trēs,genitive
4893,bellum,feminine
4894,ūnam,dative
4895,suīs,demonstrative
4896,omnēs,genitive
4897,Germānīs,nominative
4898,ad,conjunction
4899,oriuntur,future
4900,partēs,ablative
4901,ab,adjective
4902,spectat,deponent
4903,eōrum,feminine
4904,tertiam,comparative
4905,trāns,pronoun
4906,trāns,pronoun
4907,trāns,pronoun
4908,trāns,pronoun
4909,trāns,pronoun
4910,ipsōrum,singular
4911,appellantur,future perfect
4912,spectant,semi-deponent
4913,omnis,plural
4914,Hispāniam,dative
4915,virtūte,dative
4916,flūminis,masculine
4917,quā,noun
4918,cum,preposition w/ acc.
4919,mercātōrēs,ablative
4920,Galliae,ablative
4921,Gallia,ablative
4922,quī,neuter
4923,Gallia,ablative
4924,bellum,genitive
4925,ā,noun
4926,reliquōs,feminine
4927,ea,possessive
4928,Belgārum,singular
4929,fīnibus,accusative
4930,est,future perfect
4931,obtinēre,3rd person
4932,pertinet,passive
4933,longissimē,comparative
4934,dictum est,imperative
4935,minimē,comparative
4936,spectat,plural
4937,initium,plural
4938,flūmen,genitive
4939,flūmen,dative
4940,quam,demonstrative
4941,ea,1st person
4942,quārum,reflexive
4943,quī,neuter
4944,sōlem,nominative
4945,animōs,singular
4946,longissimē,comparative
4947,oriuntur,1st person
4948,appellantur,deponent
4949,cotīdiānīs,superlative
4950,partēs,singular
4951,ab,adverb
4952,omnēs,neuter
4953,fīnibus,singular
4954,virtūte,plural
4955,sōlem,plural
4956,quibus,reflexive
4957,pertinent,subjunctive
4958,bellum,genitive
4959,bellum,dative
4960,suīs,demonstrative
4961,etiam,pronoun
4962,trāns,conjunction
4963,bellum,dative
4964,incolunt,subjunctive
4965,sunt,future
4966,spectant,2nd person
4967,Hispāniam,masculine
4968,sōlem,neuter
4969,minimē,adjective
4970,trāns,preposition w/ abl.
4971,hī,feminine
4972,ab,adverb
4973,prōvinciae,ablative
4974,continenter,deponent
4975,inter,conjunction
4976,mercātōrēs,ablative
4977,ipsōrum,singular
4978,omnis,comparative
4979,fortissimī,dative
4980,Belgīs,singular
4981,Germānīs,comparative
4982,in,adverb
4983,dē,noun
4984,pertinent,pluperfect
4985,bellum,masculine
4986,ab,noun
4987,obtinēre,indicative
4988,orientem,superlative
4989,obtinēre,semi-deponent
4990,ab,preposition w/ acc.
4991,ab,preposition w/ acc.
4992,ab,preposition w/ acc.
4993,spectant,semi-deponent
4994,Belgae,accusative
4995,sē,nominative
4996,continenter,comparative
4997,Hispāniam,neuter
4998,virtūte,neuter
4999,continētur,semi-deponent
5000,quā,reflexive
5001,continenter,semi-deponent
5002,continenter,semi-deponent
5003,inter,pronoun
5004,capit,passive
5005,animōs,neuter
5006,ipsōrum,relative
5007,prohibent,perfect
5008,flūmine,plural
5009,trāns,conjunction
5010,lēgibus,singular
5011,in,adverb
5012,Galliae,neuter
5013,partēs,genitive
5014,sē,1st person
5015,omnis,plural
5016,ad,preposition w/ abl.
5017,quod,noun
5018,Belgae,neuter
5019,omnium,singular
5020,ūna,accusative
5021,Gallia,masculine
5022,atque,adjective
5023,atque,adjective
5024,orientem,not deponent
5025,continenter,comparative
5026,contendunt,singular
5027,atque,pronoun
5028,contendunt,singular
5029,contendunt,singular
5030,contendunt,1st person
5031,pars,plural
5032,ipsī,accusative
5033,eam,relative
5034,absunt,1st person
5035,flūminis,plural
5036,pertinet,deponent
5037,hī,neuter
5038,spectant,imperative
5039,sōlis,dative
5040,continenter,deponent
5041,partēs,singular
5042,Belgārum,feminine
5043,hī,ablative
5044,reliquōs,neuter
5045,Germānīs,genitive
5046,suīs,comparative
5047,quārum,singular
5048,quī,noun
5049,Galliae,accusative
5050,est,plural
5051,cotīdiānīs,accusative
5052,dē,adjective
5053,partem,genitive
5054,Belgae,accusative
5055,longissimē,positive
5056,pertinet,future perfect
5057,spectat,deponent
5058,fīnibus,neuter
5059,cum,adjective
5060,minimē,adjective
5061,mercātōrēs,dative
5062,capit,deponent
5063,quam,plural
5064,quam,plural
5065,trēs,neuter
5066,etiam,pronoun
5067,spectat,perfect
5068,flūminis,accusative
5069,oriuntur,not deponent
5070,atque,adjective
5071,sōlis,neuter
5072,virtūte,plural
5073,hī,feminine
5074,minimē,positive
5075,-que,pronoun
5076,dictum est,semi-deponent
5077,reliquōs,feminine
5078,sunt,2nd person
5079,Hispāniam,masculine
5080,dictum est,2nd person
5081,oriuntur,not deponent
5082,Galliae,ablative
5083,etiam,pronoun
5084,omnium,nominative
5085,in,conjunction
5086,ab,preposition w/ acc.
5087,eam,dative
5088,reliquōs,feminine
5089,cotīdiānīs,nominative
5090,fortissimī,feminine
5091,sōlis,dative
5092,flūminis,masculine
5093,sōlis,plural
5094,sē,dative
5095,incolunt,passive
5096,partēs,dative
5097,dictum est,semi-deponent
5098,est,plural
5099,montēs,ablative
5100,Galliae,accusative
5101,ipsōrum,singular
5102,-que,adjective
5103,partēs,dative
5104,proeliīs,singular
5105,montēs,singular
5106,trēs,ordinal
5107,mercātōrēs,singular
5108,animōs,singular
5109,absunt,singular
5110,quibus,noun
5111,contendunt,future perfect
5112,spectat,semi-deponent
5113,montēs,genitive
5114,hī,neuter
5115,Belgārum,dative
5116,Galliae,plural
5117,Galliae,plural
5118,hī,indefinite
5119,et,pronoun
5120,flūmen,ablative
5121,virtūte,plural
5122,minimē,adjective
5123,ea,2nd person
5124,sunt,pluperfect
5125,reliquōs,feminine
5126,Celtae,neuter
5127,contendunt,imperfect
5128,omnis,plural
5129,reliquōs,dative
5130,quam,noun
5131,partēs,masculine
5132,dē,conjunction
5133,quā,reflexive
5134,sōlem,nominative
5135,lēgibus,singular
5136,proximī,feminine
5137,sōlis,plural
5138,oriuntur,semi-deponent
5139,continētur,semi-deponent
5140,sōlis,accusative
5141,continenter,gerund
5142,ūnam,plural
5143,ūnam,superlative
5144,dē,conjunction
5145,flūmen,plural
5146,sē,dative
5147,Belgīs,neuter
5148,prōvinciae,ablative
5149,appellantur,singular
5150,Celtae,accusative
5151,proeliīs,nominative
5152,ipsōrum,feminine
5153,ab,preposition w/ acc.
5154,longissimē,positive
5155,sē,dative
5156,quā,plural
5157,mercātōrēs,singular
5158,obtinēre,1st person
5159,tertiam,dative
5160,quā,reflexive
5161,trēs,neuter
5162,sōlem,neuter
5163,dīvidit,deponent
5164,sunt,subjunctive
5165,oriuntur,subjunctive
5166,proximī,comparative
5167,omnis,dative
5168,suīs,demonstrative
5169,longissimē,positive
5170,quod,genitive
5171,spectat,semi-deponent
5172,spectat,semi-deponent
5173,Belgārum,singular
5174,continenter,perfect
5175,continenter,perfect
5176,quī,reflexive
5177,suīs,comparative
5178,Galliae,plural
5179,spectant,2nd person
5180,dīvidit,imperfect
5181,partēs,neuter
5182,quibus,reflexive
5183,proeliīs,singular
5184,minimē,comparative
5185,sunt,imperative
5186,occāsum,neuter
5187,capit,deponent
5188,Celtae,accusative
5189,partem,plural
5190,est,subjunctive
5191,quibus,singular
5192,etiam,pronoun
5193,ab,conjunction
5194,partem,masculine
5195,ā,pronoun
5196,minimē,positive
5197,quod,ablative
5198,partem,plural
5199,suīs,accusative
5200,bellum,masculine
5201,Germānīs,singular
5202,atque,adjective
5203,animōs,dative
5204,Belgae,ablative
5205,flūmen,genitive
5206,flūmen,ablative
5207,proximī,accusative
5208,appellantur,indicative
5209,suīs,nominative
5210,gerunt,singular
5211,continenter,deponent
5212,trāns,conjunction
5213,ūnam,ordinal
5214,flūminis,plural
5215,minimē,comparative
5216,pertinet,passive
5217,fortissimī,feminine
5218,partēs,singular
5219,-que,pronoun
5220,proximī,dative
5221,appellantur,2nd person
5222,quārum,noun
5223,Galliae,accusative
5224,ā,adverb
5225,ūnam,demonstrative
5226,linguā,plural
5227,hōrum,indefinite
5228,cotīdiānīs,singular
5229,ūnam,comparative
5230,inter,adverb
5231,trēs,neuter
5232,in,conjunction
5233,oriuntur,subjunctive
5234,Gallia,masculine
5235,pars,plural
5236,eōrum,feminine
5237,pertinent,passive
5238,Belgīs,accusative
5239,virtūte,masculine
5240,hī,neuter
5241,cotīdiānīs,singular
5242,montēs,singular
5243,Gallia,plural
5244,longissimē,positive
5245,omnium,dative
5246,est,2nd person
5247,Belgae,ablative
5248,reliquōs,ablative
5249,est,1st person
5250,contendunt,deponent
5251,ūna,ordinal
5252,-que,pronoun
5253,trēs,singular
5254,reliquōs,feminine
5255,in,conjunction
5256,in,conjunction
5257,causā,nominative
5258,continētur,deponent
5259,fortissimī,feminine
5260,animōs,neuter
5261,initium,dative
5262,minimē,comparative
5263,spectant,future perfect
5264,ūnam,ordinal
5265,initium,plural
5266,Belgae,feminine
5267,quam,reflexive
5268,hōrum,feminine
5269,quibus,demonstrative
5270,Hispāniam,neuter
5271,flūminis,plural
5272,Gallia,ablative
5273,flūmen,dative
5274,fortissimī,feminine
5275,lēgibus,neuter
5276,appellantur,1st person
5277,orientem,comparative
5278,incolunt,2nd person
5279,-que,pronoun
5280,prohibent,singular
5281,Germānīs,accusative
5282,partem,plural
5283,orientem,superlative
5284,Belgae,ablative
5285,Belgae,ablative
5286,quam,noun
5287,linguā,plural
5288,orientem,future
5289,omnis,plural
5290,quārum,singular
5291,montēs,feminine
5292,causā,genitive
5293,partēs,masculine
5294,sōlis,dative
5295,continenter,superlative
5296,Celtae,ablative
5297,dīvīsa,active
5298,-que,adjective
5299,fortissimī,dative
5300,eōs,feminine
5301,dīvīsa,masculine
5302,quod,ablative
5303,omnis,accusative
5304,omnis,comparative
5305,trēs,ordinal
5306,ā,preposition w/ acc.
5307,sunt,2nd person
5308,flūmen,genitive
5309,obtinēre,semi-deponent
5310,quī,noun
5311,cum,pronoun
5312,ūnam,masculine
5313,eam,dative
5314,lēgibus,masculine
5315,sōlis,plural
5316,sunt,subjunctive
5317,flūmen,genitive
5318,proeliīs,accusative
5319,flūmen,ablative
5320,flūmen,ablative
5321,sōlem,plural
5322,Belgārum,singular
5323,continētur,1st person
5324,flūminis,plural
5325,sōlem,ablative
5326,absunt,2nd person
5327,ūna,accusative
5328,ā,conjunction
5329,contendunt,perfect
5330,quārum,reflexive
5331,quārum,reflexive
5332,quārum,reflexive
5333,trēs,dative
5334,partem,masculine
5335,dē,adjective
5336,Germānīs,singular
5337,et,pronoun
5338,sōlis,accusative
5339,-que,pronoun
5340,fortissimī,dative
5341,omnium,singular
5342,dīvidit,2nd person
5343,trēs,genitive
5344,et,pronoun
5345,animōs,feminine
5346,ab,adverb
5347,Hispāniam,masculine
5348,gerunt,future
5349,quī,neuter
5350,appellantur,2nd person
5351,ad,conjunction
5352,quod,demonstrative
5353,montēs,genitive
5354,eōs,1st person
5355,Belgae,ablative
5356,atque,adjective
5357,inter,preposition w/ abl.
5358,ipsī,adverb
5359,quam,reflexive
5360,fortissimī,dative
5361,oriuntur,semi-deponent
5362,reliquōs,feminine
5363,dē,adverb
5364,prōvinciae,accusative
5365,etiam,pronoun
5366,quārum,nominative
5367,linguā,dative
5368,incolunt,semi-deponent
5369,flūminis,accusative
5370,ā,preposition w/ acc.
5371,eam,ablative
5372,incolunt,deponent
5373,dē,noun
5374,fortissimī,dative
5375,reliquōs,feminine
5376,suīs,demonstrative
5377,partēs,singular
5378,et,pronoun
5379,ūnam,plural
5380,trāns,pronoun
5381,sunt,imperative
5382,gerunt,imperative
5383,ā,pronoun
5384,continenter,perfect
5385,ab,pronoun
5386,quam,noun
5387,-que,adjective
5388,in,conjunction
5389,bellum,masculine
5390,inter,pronoun
5391,sē,adverb
5392,dē,preposition w/ acc.
5393,cotīdiānīs,superlative
5394,linguā,masculine
5395,spectant,2nd person
5396,ūna,ordinal
5397,spectant,imperfect
5398,Belgae,accusative
5399,Celtae,ablative
5400,trēs,ordinal
5401,appellantur,semi-deponent
5402,etiam,pronoun
5403,fortissimī,feminine
5404,ā,conjunction
5405,causā,accusative
5406,linguā,accusative
5407,quam,noun
5408,fortissimī,dative
5409,dictum est,plural
5410,hōrum,singular
5411,hōrum,singular
5412,hōrum,singular
5413,tertiam,plural
5414,tertiam,plural
5415,occāsum,plural
5416,occāsum,plural
5417,dictum est,active
5418,initium,plural
5419,dīvidit,plural
5420,trāns,conjunction
5421,inter,pronoun
5422,quā,noun
5423,in,conjunction
5424,lēgibus,genitive
5425,occāsum,feminine
5426,tertiam,genitive
5427,quārum,masculine
5428,initium,plural
5429,eōrum,singular
5430,appellantur,semi-deponent
5431,Celtae,ablative
5432,atque,pronoun
5433,ipsōrum,relative
5434,Hispāniam,dative
5435,quibus,noun
5436,capit,semi-deponent
5437,sē,adverb
5438,et,pronoun
5439,atque,adjective
5440,occāsum,dative
5441,cum,adverb
5442,eōrum,feminine
5443,absunt,singular
5444,partem,plural
5445,proximī,dative
5446,-que,pronoun
5447,dictum est,deponent
5448,hī,feminine
5449,est,subjunctive
5450,partēs,singular
5451,flūmine,dative
5452,pars,neuter
5453,proeliīs,singular
5454,trāns,preposition w/ abl.
5455,quārum,noun
5456,dīvīsa,masculine
5457,dē,noun
5458,proeliīs,genitive
5459,quae,reflexive
